TEMPORADA,DIVISIÓN,JORNADA,LOCAL,VISITANTE,RESULTADO
1991-1992,2,8,Ath. Bilbao B  ,Figueres       ,2-0
1991-1992,2,8,Betis          ,Murcia         ,2-1
1991-1992,2,8,Avilés         ,Celta          ,2-3
1991-1992,2,8,Real Madrid B  ,Compostela     ,2-2
1991-1992,2,8,Rayo Vallecano ,Rac. Santander ,1-0
1991-1992,2,9,Rac. Santander ,Castellón      ,2-0
1991-1992,2,9,Lleida         ,Las Palmas     ,2-2
1991-1992,2,9,Málaga (C.D.)  ,Barcelona B    ,0-1
1991-1992,2,9,Mérida         ,Palamós        ,2-1
1991-1992,2,9,Sestao         ,Sabadell       ,2-1
1991-1992,2,9,Éibar          ,Ath. Bilbao B  ,1-1
1991-1992,2,9,Figueres       ,Betis          ,0-0
1991-1992,2,9,Murcia         ,Avilés         ,0-1
1991-1992,2,9,Celta          ,Real Madrid B  ,2-1
1991-1992,2,9,Compostela     ,Rayo Vallecano ,1-0
1991-1992,2,0,Las Palmas     ,Castellón      ,1-2
1991-1992,2,0,Barcelona B    ,Lleida         ,4-1
1991-1992,2,0,Palamós        ,Málaga (C.D.)  ,1-0
1991-1992,2,0,Sabadell       ,Mérida         ,1-0
1991-1992,2,0,Ath. Bilbao B  ,Sestao         ,3-0
1991-1992,2,0,Betis          ,Éibar          ,2-1
1991-1992,2,0,Avilés         ,Figueres       ,1-1
1991-1992,2,0,Real Madrid B  ,Murcia         ,1-1
1991-1992,2,0,Rayo Vallecano ,Celta          ,0-0
1991-1992,2,0,Compostela     ,Rac. Santander ,0-1
1991-1992,2,1,Rac. Santander ,Las Palmas     ,3-0
1991-1992,2,1,Castellón      ,Barcelona B    ,1-1
1991-1992,2,1,Lleida         ,Palamós        ,2-0
1991-1992,2,1,Málaga (C.D.)  ,Sabadell       ,0-0
1991-1992,2,1,Mérida         ,Ath. Bilbao B  ,0-0
1991-1992,2,1,Sestao         ,Betis          ,0-1
1991-1992,2,1,Éibar          ,Avilés         ,0-0
1991-1992,2,1,Figueres       ,Real Madrid B  ,2-0
1991-1992,2,1,Murcia         ,Rayo Vallecano ,1-1
1991-1992,2,1,Celta          ,Compostela     ,4-1
1991-1992,2,2,Barcelona B    ,Las Palmas     ,2-1
1991-1992,2,2,Palamós        ,Castellón      ,3-1
1991-1992,2,2,Sabadell       ,Lleida         ,2-0
1991-1992,2,2,Ath. Bilbao B  ,Málaga (C.D.)  ,1-0
1991-1992,2,2,Betis          ,Mérida         ,3-1
1991-1992,2,2,Avilés         ,Sestao         ,0-0
1991-1992,2,2,Real Madrid B  ,Éibar          ,1-1
1991-1992,2,2,Rayo Vallecano ,Figueres       ,1-1
1991-1992,2,2,Compostela     ,Murcia         ,3-1
1991-1992,2,2,Celta          ,Rac. Santander ,5-0
1991-1992,2,3,Rac. Santander ,Barcelona B    ,3-0
1991-1992,2,3,Las Palmas     ,Palamós        ,1-2
1991-1992,2,3,Castellón      ,Sabadell       ,2-0
1991-1992,2,3,Lleida         ,Ath. Bilbao B  ,4-1
1991-1992,2,3,Málaga (C.D.)  ,Betis          ,0-0
1991-1992,2,3,Mérida         ,Avilés         ,6-0
1991-1992,2,3,Sestao         ,Real Madrid B  ,0-0
1991-1992,2,3,Éibar          ,Rayo Vallecano ,0-0
1991-1992,2,3,Figueres       ,Compostela     ,0-0
1991-1992,2,3,Murcia         ,Celta          ,2-1
1991-1992,2,4,Palamós        ,Barcelona B    ,0-1
1991-1992,2,4,Sabadell       ,Las Palmas     ,2-0
1991-1992,2,4,Ath. Bilbao B  ,Castellón      ,2-1
1991-1992,2,4,Betis          ,Lleida         ,3-3
1991-1992,2,4,Avilés         ,Málaga (C.D.)  ,3-2
1991-1992,2,4,Real Madrid B  ,Mérida         ,3-2
1991-1992,2,4,Rayo Vallecano ,Sestao         ,4-0
1991-1992,2,4,Compostela     ,Éibar          ,1-0
1991-1992,2,4,Celta          ,Figueres       ,2-0
1991-1992,2,4,Murcia         ,Rac. Santander ,2-0
1991-1992,2,5,Rac. Santander ,Palamós        ,0-3
1991-1992,2,5,Barcelona B    ,Sabadell       ,3-0
1991-1992,2,5,Las Palmas     ,Ath. Bilbao B  ,0-0
1991-1992,2,5,Castellón      ,Betis          ,1-1
1991-1992,2,5,Lleida         ,Avilés         ,2-0
1991-1992,2,5,Málaga (C.D.)  ,Real Madrid B  ,2-1
1991-1992,2,5,Mérida         ,Rayo Vallecano ,0-1
1991-1992,2,5,Sestao         ,Compostela     ,1-1
1991-1992,2,5,Éibar          ,Celta          ,0-1
1991-1992,2,5,Figueres       ,Murcia         ,0-0
1991-1992,2,6,Sabadell       ,Palamós        ,3-2
1991-1992,2,6,Ath. Bilbao B  ,Barcelona B    ,1-0
1991-1992,2,6,Betis          ,Las Palmas     ,3-0
1991-1992,2,6,Avilés         ,Castellón      ,2-1
1991-1992,2,6,Real Madrid B  ,Lleida         ,1-0
1991-1992,2,6,Rayo Vallecano ,Málaga (C.D.)  ,0-0
1991-1992,2,6,Compostela     ,Mérida         ,0-1
1991-1992,2,6,Celta          ,Sestao         ,4-0
1991-1992,2,6,Murcia         ,Éibar          ,1-0
1991-1992,2,6,Figueres       ,Rac. Santander ,0-0
1991-1992,2,7,Sabadell       ,Rac. Santander ,0-0
1991-1992,2,7,Palamós        ,Ath. Bilbao B  ,1-1
1991-1992,2,7,Barcelona B    ,Betis          ,1-0
1991-1992,2,7,Las Palmas     ,Avilés         ,2-0
1991-1992,2,7,Castellón      ,Real Madrid B  ,4-1
1991-1992,2,7,Lleida         ,Rayo Vallecano ,1-0
1991-1992,2,7,Málaga (C.D.)  ,Compostela     ,0-1
1991-1992,2,7,Mérida         ,Celta          ,2-1
1991-1992,2,7,Sestao         ,Murcia         ,0-0
1991-1992,2,7,Éibar          ,Figueres       ,2-0
1991-1992,2,8,Ath. Bilbao B  ,Sabadell       ,1-2
1991-1992,2,8,Betis          ,Palamós        ,1-0
1991-1992,2,8,Avilés         ,Barcelona B    ,1-1
1991-1992,2,8,Real Madrid B  ,Las Palmas     ,3-3
1991-1992,2,8,Rayo Vallecano ,Castellón      ,4-1
1991-1992,2,8,Compostela     ,Lleida         ,3-2
1991-1992,2,8,Celta          ,Málaga (C.D.)  ,3-0
1991-1992,2,8,Murcia         ,Mérida         ,0-1
1991-1992,2,8,Figueres       ,Sestao         ,2-0
1991-1992,2,8,Rac. Santander ,Éibar          ,0-2
1991-1992,o,ª,Dptivo. Coruña ,Betis          ,2-1
1991-1992,o,ª,Betis          ,Dptivo. Coruña ,0-0
1991-1992,o,ª,Cádiz          ,Figueres       ,2-0
1991-1992,o,ª,Figueres       ,Cádiz          ,1-1
1992-1993,1,1,Zaragoza       ,Espanyol       ,2-1
1992-1993,1,1,Ath. Bilbao    ,Cádiz          ,2-1
1992-1993,1,1,Logroñés       ,Oviedo         ,1-0
1992-1993,1,1,Valencia       ,Rayo Vallecano ,1-0
1992-1993,1,1,Dptivo. Coruña ,Celta          ,2-0
1992-1993,1,1,Albacete       ,Sevilla        ,3-4
1992-1993,1,1,Sporting Gijón ,Osasuna        ,0-0
1992-1993,1,1,Burgos (Real)  ,Real Sociedad  ,4-0
1992-1993,1,1,Barcelona      ,Real Madrid    ,2-1
1992-1993,1,1,At. Madrid     ,Tenerife       ,3-2
1992-1993,1,2,Espanyol       ,At. Madrid     ,1-3
1992-1993,1,2,Cádiz          ,Zaragoza       ,1-1
1992-1993,1,2,Oviedo         ,Ath. Bilbao    ,1-0
1992-1993,1,2,Rayo Vallecano ,Logroñés       ,2-1
1992-1993,1,2,Celta          ,Valencia       ,0-0
1992-1993,1,2,Sevilla        ,Dptivo. Coruña ,1-3
1992-1993,1,2,Osasuna        ,Albacete       ,3-0
1992-1993,1,2,Real Sociedad  ,Sporting Gijón ,1-2
1992-1993,1,2,Real Madrid    ,Burgos (Real)  ,3-0
1992-1993,1,2,Tenerife       ,Barcelona      ,1-1
1992-1993,1,3,Espanyol       ,Cádiz          ,1-2
1992-1993,1,3,Zaragoza       ,Oviedo         ,1-0
1992-1993,1,3,Ath. Bilbao    ,Rayo Vallecano ,4-2
1992-1993,1,3,Logroñés       ,Celta          ,0-1
1992-1993,1,3,Valencia       ,Sevilla        ,1-1
1992-1993,1,3,Dptivo. Coruña ,Osasuna        ,2-1
1992-1993,1,3,Albacete       ,Real Sociedad  ,1-2
1992-1993,1,3,Sporting Gijón ,Real Madrid    ,0-0
1992-1993,1,3,Burgos (Real)  ,Tenerife       ,0-3
1992-1993,1,3,At. Madrid     ,Barcelona      ,1-4
1992-1993,1,4,Cádiz          ,At. Madrid     ,1-1
1992-1993,1,4,Oviedo         ,Espanyol       ,2-2
1992-1993,1,4,Rayo Vallecano ,Zaragoza       ,0-0
1992-1993,1,4,Celta          ,Ath. Bilbao    ,1-0
1992-1993,1,4,Sevilla        ,Logroñés       ,3-0
1992-1993,1,4,Osasuna        ,Valencia       ,2-2
1992-1993,1,4,Real Sociedad  ,Dptivo. Coruña ,0-2
1992-1993,1,4,Real Madrid    ,Albacete       ,3-0
1992-1993,1,4,Tenerife       ,Sporting Gijón ,0-2
1992-1993,1,4,Barcelona      ,Burgos (Real)  ,4-1
1992-1993,1,5,Cádiz          ,Oviedo         ,0-2
1992-1993,1,5,Espanyol       ,Rayo Vallecano ,2-2
1992-1993,1,5,Zaragoza       ,Celta          ,0-0
1992-1993,1,5,Ath. Bilbao    ,Sevilla        ,2-1
1992-1993,1,5,Logroñés       ,Osasuna        ,1-1
1992-1993,1,5,Valencia       ,Real Sociedad  ,1-0
1992-1993,1,5,Dptivo. Coruña ,Real Madrid    ,3-2
1992-1993,1,5,Albacete       ,Tenerife       ,1-0
1992-1993,1,5,Sporting Gijón ,Barcelona      ,1-1
1992-1993,1,5,At. Madrid     ,Burgos (Real)  ,2-0
1992-1993,1,6,Oviedo         ,At. Madrid     ,1-4
1992-1993,1,6,Rayo Vallecano ,Cádiz          ,1-1
1992-1993,1,6,Celta          ,Espanyol       ,0-1
1992-1993,1,6,Sevilla        ,Zaragoza       ,1-0
1992-1993,1,6,Osasuna        ,Ath. Bilbao    ,1-2
1992-1993,1,6,Real Sociedad  ,Logroñés       ,3-0
1992-1993,1,6,Real Madrid    ,Valencia       ,2-0
1992-1993,1,6,Tenerife       ,Dptivo. Coruña ,3-1
1992-1993,1,6,Barcelona      ,Albacete       ,3-3
1992-1993,1,6,Burgos (Real)  ,Sporting Gijón ,2-1
1992-1993,1,7,Oviedo         ,Rayo Vallecano ,1-1
1992-1993,1,7,Cádiz          ,Celta          ,1-1
1992-1993,1,7,Espanyol       ,Sevilla        ,1-1
1992-1993,1,7,Zaragoza       ,Osasuna        ,3-2
1992-1993,1,7,Ath. Bilbao    ,Real Sociedad  ,2-0
1992-1993,1,7,Logroñés       ,Real Madrid    ,0-3
1992-1993,1,7,Valencia       ,Tenerife       ,2-1
1992-1993,1,7,Dptivo. Coruña ,Barcelona      ,1-0
1992-1993,1,7,Albacete       ,Burgos (Real)  ,4-0
1992-1993,1,7,At. Madrid     ,Sporting Gijón ,1-1
1992-1993,1,8,Rayo Vallecano ,At. Madrid     ,2-0
1992-1993,1,8,Celta          ,Oviedo         ,0-0
1992-1993,1,8,Sevilla        ,Cádiz          ,1-0
1992-1993,1,8,Osasuna        ,Espanyol       ,1-3
1992-1993,1,8,Real Sociedad  ,Zaragoza       ,1-1
1992-1993,1,8,Real Madrid    ,Ath. Bilbao    ,2-0
1992-1993,1,8,Tenerife       ,Logroñés       ,1-1
1992-1993,1,8,Barcelona      ,Valencia       ,3-0
1992-1993,1,8,Burgos (Real)  ,Dptivo. Coruña ,0-0
1992-1993,1,8,Sporting Gijón ,Albacete       ,1-0
1992-1993,1,9,Rayo Vallecano ,Celta          ,0-1
1992-1993,1,9,Oviedo         ,Sevilla        ,1-1
1992-1993,1,9,Cádiz          ,Osasuna        ,0-2
1992-1993,1,9,Espanyol       ,Real Sociedad  ,4-1
1992-1993,1,9,Zaragoza       ,Real Madrid    ,0-1
1992-1993,1,9,Ath. Bilbao    ,Tenerife       ,2-2
1992-1993,1,9,Logroñés       ,Barcelona      ,1-2
1992-1993,1,9,Valencia       ,Burgos (Real)  ,5-0
1992-1993,1,9,Dptivo. Coruña ,Sporting Gijón ,2-1
1992-1993,1,9,At. Madrid     ,Albacete       ,3-2
1992-1993,1,0,Celta          ,At. Madrid     ,0-2
1992-1993,1,0,Sevilla        ,Rayo Vallecano ,3-2
1992-1993,1,0,Osasuna        ,Oviedo         ,2-1
1992-1993,1,0,Real Sociedad  ,Cádiz          ,3-0
1992-1993,1,0,Real Madrid    ,Espanyol       ,3-1
1992-1993,1,0,Tenerife       ,Zaragoza       ,2-2
1992-1993,1,0,Barcelona      ,Ath. Bilbao    ,2-1
1992-1993,1,0,Burgos (Real)  ,Logroñés       ,2-2
1992-1993,1,0,Sporting Gijón ,Valencia       ,1-0
1992-1993,1,0,Albacete       ,Dptivo. Coruña ,1-1
1992-1993,1,1,Celta          ,Sevilla        ,1-2
1992-1993,1,1,Rayo Vallecano ,Osasuna        ,1-0
1992-1993,1,1,Oviedo         ,Real Sociedad  ,2-2
1992-1993,1,1,Cádiz          ,Real Madrid    ,1-1
1992-1993,1,1,Espanyol       ,Tenerife       ,0-0
1992-1993,1,1,Zaragoza       ,Barcelona      ,1-6
1992-1993,1,1,Ath. Bilbao    ,Burgos (Real)  ,1-1
1992-1993,1,1,Logroñés       ,Sporting Gijón ,1-2
1992-1993,1,1,Valencia       ,Albacete       ,2-0
1992-1993,1,1,At. Madrid     ,Dptivo. Coruña ,2-1
1992-1993,1,2,Sevilla        ,At. Madrid     ,1-3
1992-1993,1,2,Osasuna        ,Celta          ,3-0
1992-1993,1,2,Real Sociedad  ,Rayo Vallecano ,1-2
1992-1993,1,2,Real Madrid    ,Oviedo         ,3-2
1992-1993,1,2,Tenerife       ,Cádiz          ,1-1
1992-1993,1,2,Barcelona      ,Espanyol       ,5-0
1992-1993,1,2,Burgos (Real)  ,Zaragoza       ,1-1
1992-1993,1,2,Sporting Gijón ,Ath. Bilbao    ,0-4
1992-1993,1,2,Albacete       ,Logroñés       ,3-1
1992-1993,1,2,Dptivo. Coruña ,Valencia       ,0-0
1992-1993,1,3,Sevilla        ,Osasuna        ,0-0
1992-1993,1,3,Celta          ,Real Sociedad  ,2-1
1992-1993,1,3,Rayo Vallecano ,Real Madrid    ,2-0
1992-1993,1,3,Oviedo         ,Tenerife       ,1-2
1992-1993,1,3,Cádiz          ,Barcelona      ,0-4
1992-1993,1,3,Espanyol       ,Burgos (Real)  ,3-1
1992-1993,1,3,Zaragoza       ,Sporting Gijón ,1-1
1992-1993,1,3,Ath. Bilbao    ,Albacete       ,3-1
1992-1993,1,3,Logroñés       ,Dptivo. Coruña ,0-3
1992-1993,1,3,At. Madrid     ,Valencia       ,1-1
1992-1993,1,4,Osasuna        ,At. Madrid     ,1-0
1992-1993,1,4,Real Sociedad  ,Sevilla        ,1-0
1992-1993,1,4,Real Madrid    ,Celta          ,1-0
1992-1993,1,4,Tenerife       ,Rayo Vallecano ,4-0
1992-1993,1,4,Barcelona      ,Oviedo         ,2-0
1992-1993,1,4,Burgos (Real)  ,Cádiz          ,0-2
1992-1993,1,4,Sporting Gijón ,Espanyol       ,1-1
1992-1993,1,4,Albacete       ,Zaragoza       ,1-3
1992-1993,1,4,Dptivo. Coruña ,Ath. Bilbao    ,3-0
1992-1993,1,4,Valencia       ,Logroñés       ,2-1
1992-1993,1,5,Osasuna        ,Real Sociedad  ,2-0
1992-1993,1,5,Sevilla        ,Real Madrid    ,2-0
1992-1993,1,5,Celta          ,Tenerife       ,0-1
1992-1993,1,5,Rayo Vallecano ,Barcelona      ,3-3
1992-1993,1,5,Oviedo         ,Burgos (Real)  ,3-0
1992-1993,1,5,Cádiz          ,Sporting Gijón ,2-3
1992-1993,1,5,Espanyol       ,Albacete       ,2-0
1992-1993,1,5,Zaragoza       ,Dptivo. Coruña ,0-2
1992-1993,1,5,Ath. Bilbao    ,Valencia       ,1-4
1992-1993,1,5,At. Madrid     ,Logroñés       ,0-1
1992-1993,1,6,Real Sociedad  ,At. Madrid     ,1-0
1992-1993,1,6,Real Madrid    ,Osasuna        ,3-0
1992-1993,1,6,Tenerife       ,Sevilla        ,3-0
1992-1993,1,6,Barcelona      ,Celta          ,2-0
1992-1993,1,6,Burgos (Real)  ,Rayo Vallecano ,0-3
1992-1993,1,6,Sporting Gijón ,Oviedo         ,0-1
1992-1993,1,6,Albacete       ,Cádiz          ,5-0
1992-1993,1,6,Dptivo. Coruña ,Espanyol       ,3-0
1992-1993,1,6,Valencia       ,Zaragoza       ,0-1
1992-1993,1,6,Logroñés       ,Ath. Bilbao    ,0-1
1992-1993,1,7,Real Sociedad  ,Real Madrid    ,1-5
1992-1993,1,7,Osasuna        ,Tenerife       ,1-2
1992-1993,1,7,Sevilla        ,Barcelona      ,0-0
1992-1993,1,7,Celta          ,Burgos (Real)  ,1-1
1992-1993,1,7,Rayo Vallecano ,Sporting Gijón ,2-2
1992-1993,1,7,Oviedo         ,Albacete       ,0-0
1992-1993,1,7,Cádiz          ,Dptivo. Coruña ,0-3
1992-1993,1,7,Espanyol       ,Valencia       ,1-1
1992-1993,1,7,Zaragoza       ,Logroñés       ,1-1
1992-1993,1,7,At. Madrid     ,Ath. Bilbao    ,1-1
1992-1993,1,8,At. Madrid     ,Real Madrid    ,1-1
1992-1993,1,8,Tenerife       ,Real Sociedad  ,1-0
1992-1993,1,8,Barcelona      ,Osasuna        ,2-1
1992-1993,1,8,Burgos (Real)  ,Sevilla        ,0-2
1992-1993,1,8,Sporting Gijón ,Celta          ,0-3
1992-1993,1,8,Albacete       ,Rayo Vallecano ,1-0
1992-1993,1,8,Dptivo. Coruña ,Oviedo         ,2-1
1992-1993,1,8,Valencia       ,Cádiz          ,5-0
1992-1993,1,8,Logroñés       ,Espanyol       ,0-0
1992-1993,1,8,Ath. Bilbao    ,Zaragoza       ,3-2
1992-1993,1,9,Real Madrid    ,Tenerife       ,3-0
1992-1993,1,9,Real Sociedad  ,Barcelona      ,2-2
1992-1993,1,9,Osasuna        ,Burgos (Real)  ,1-0
1992-1993,1,9,Sevilla        ,Sporting Gijón ,1-0
1992-1993,1,9,Celta          ,Albacete       ,1-1
1992-1993,1,9,Rayo Vallecano ,Dptivo. Coruña ,1-1
1992-1993,1,9,Oviedo         ,Valencia       ,0-1
1992-1993,1,9,Cádiz          ,Logroñés       ,2-2
1992-1993,1,9,Espanyol       ,Ath. Bilbao    ,2-0
1992-1993,1,9,Zaragoza       ,At. Madrid     ,1-0
1992-1993,1,0,Espanyol       ,Zaragoza       ,2-0
1992-1993,1,0,Cádiz          ,Ath. Bilbao    ,2-3
1992-1993,1,0,Oviedo         ,Logroñés       ,0-0
1992-1993,1,0,Rayo Vallecano ,Valencia       ,0-1
1992-1993,1,0,Celta          ,Dptivo. Coruña ,0-0
1992-1993,1,0,Sevilla        ,Albacete       ,2-1
1992-1993,1,0,Osasuna        ,Sporting Gijón ,3-0
1992-1993,1,0,Real Sociedad  ,Burgos (Real)  ,2-2
1992-1993,1,0,Real Madrid    ,Barcelona      ,2-1
1992-1993,1,0,Tenerife       ,At. Madrid     ,2-2
1992-1993,1,1,At. Madrid     ,Espanyol       ,2-1
1992-1993,1,1,Zaragoza       ,Cádiz          ,0-0
1992-1993,1,1,Ath. Bilbao    ,Oviedo         ,1-0
1992-1993,1,1,Logroñés       ,Rayo Vallecano ,0-0
1992-1993,1,1,Valencia       ,Celta          ,1-1
1992-1993,1,1,Dptivo. Coruña ,Sevilla        ,2-0
1992-1993,1,1,Albacete       ,Osasuna        ,0-0
1992-1993,1,1,Sporting Gijón ,Real Sociedad  ,2-4
1992-1993,1,1,Burgos (Real)  ,Real Madrid    ,1-2
1992-1993,1,1,Barcelona      ,Tenerife       ,1-1
1992-1993,1,2,Cádiz          ,Espanyol       ,1-0
1992-1993,1,2,Oviedo         ,Zaragoza       ,4-1
1992-1993,1,2,Rayo Vallecano ,Ath. Bilbao    ,1-0
1992-1993,1,2,Celta          ,Logroñés       ,2-0
1992-1993,1,2,Sevilla        ,Valencia       ,2-2
1992-1993,1,2,Osasuna        ,Dptivo. Coruña ,1-1
1992-1993,1,2,Real Sociedad  ,Albacete       ,2-1
1992-1993,1,2,Real Madrid    ,Sporting Gijón ,0-0
1992-1993,1,2,Tenerife       ,Burgos (Real)  ,3-1
1992-1993,1,2,Barcelona      ,At. Madrid     ,1-1
1992-1993,1,3,At. Madrid     ,Cádiz          ,2-0
1992-1993,1,3,Espanyol       ,Oviedo         ,2-0
1992-1993,1,3,Zaragoza       ,Rayo Vallecano ,2-0
1992-1993,1,3,Ath. Bilbao    ,Celta          ,0-1
1992-1993,1,3,Logroñés       ,Sevilla        ,2-0
1992-1993,1,3,Valencia       ,Osasuna        ,3-1
1992-1993,1,3,Dptivo. Coruña ,Real Sociedad  ,5-1
1992-1993,1,3,Albacete       ,Real Madrid    ,0-3
1992-1993,1,3,Sporting Gijón ,Tenerife       ,1-2
1992-1993,1,3,Burgos (Real)  ,Barcelona      ,0-1
1992-1993,1,4,Oviedo         ,Cádiz          ,2-1
1992-1993,1,4,Rayo Vallecano ,Espanyol       ,1-1
1992-1993,1,4,Celta          ,Zaragoza       ,0-1
1992-1993,1,4,Sevilla        ,Ath. Bilbao    ,3-1
1992-1993,1,4,Osasuna        ,Logroñés       ,1-2
1992-1993,1,4,Real Sociedad  ,Valencia       ,1-0
1992-1993,1,4,Real Madrid    ,Dptivo. Coruña ,2-1
1992-1993,1,4,Tenerife       ,Albacete       ,2-2
1992-1993,1,4,Barcelona      ,Sporting Gijón ,7-2
1992-1993,1,4,Burgos (Real)  ,At. Madrid     ,0-2
1992-1993,1,5,At. Madrid     ,Oviedo         ,2-1
1992-1993,1,5,Cádiz          ,Rayo Vallecano ,1-1
1992-1993,1,5,Espanyol       ,Celta          ,0-0
1992-1993,1,5,Zaragoza       ,Sevilla        ,2-1
1992-1993,1,5,Ath. Bilbao    ,Osasuna        ,1-0
1992-1993,1,5,Logroñés       ,Real Sociedad  ,0-1
1992-1993,1,5,Valencia       ,Real Madrid    ,1-2
1992-1993,1,5,Dptivo. Coruña ,Tenerife       ,2-2
1992-1993,1,5,Albacete       ,Barcelona      ,0-2
1992-1993,1,5,Sporting Gijón ,Burgos (Real)  ,0-0
1992-1993,1,6,Rayo Vallecano ,Oviedo         ,2-2
1992-1993,1,6,Celta          ,Cádiz          ,1-0
1992-1993,1,6,Sevilla        ,Espanyol       ,1-1
1992-1993,1,6,Osasuna        ,Zaragoza       ,1-0
1992-1993,1,6,Real Sociedad  ,Ath. Bilbao    ,1-0
1992-1993,1,6,Real Madrid    ,Logroñés       ,2-2
1992-1993,1,6,Tenerife       ,Valencia       ,0-0
1992-1993,1,6,Barcelona      ,Dptivo. Coruña ,3-0
1992-1993,1,6,Burgos (Real)  ,Albacete       ,0-0
1992-1993,1,6,Sporting Gijón ,At. Madrid     ,2-1
1992-1993,1,7,At. Madrid     ,Rayo Vallecano ,1-0
1992-1993,1,7,Oviedo         ,Celta          ,3-1
1992-1993,1,7,Cádiz          ,Sevilla        ,0-0
1992-1993,1,7,Espanyol       ,Osasuna        ,2-1
1992-1993,1,7,Zaragoza       ,Real Sociedad  ,1-1
1992-1993,1,7,Ath. Bilbao    ,Real Madrid    ,1-1
1992-1993,1,7,Logroñés       ,Tenerife       ,2-0
1992-1993,1,7,Valencia       ,Barcelona      ,3-4
1992-1993,1,7,Dptivo. Coruña ,Burgos (Real)  ,5-0
1992-1993,1,7,Albacete       ,Sporting Gijón ,6-2
1992-1993,1,8,Celta          ,Rayo Vallecano ,0-0
1992-1993,1,8,Sevilla        ,Oviedo         ,0-1
1992-1993,1,8,Osasuna        ,Cádiz          ,1-1
1992-1993,1,8,Real Sociedad  ,Espanyol       ,4-1
1992-1993,1,8,Real Madrid    ,Zaragoza       ,4-0
1992-1993,1,8,Tenerife       ,Ath. Bilbao    ,2-1
1992-1993,1,8,Barcelona      ,Logroñés       ,3-0
1992-1993,1,8,Burgos (Real)  ,Valencia       ,1-1
1992-1993,1,8,Sporting Gijón ,Dptivo. Coruña ,0-1
1992-1993,1,8,Albacete       ,At. Madrid     ,2-1
1992-1993,1,9,At. Madrid     ,Celta          ,1-1
1992-1993,1,9,Rayo Vallecano ,Sevilla        ,0-1
1992-1993,1,9,Oviedo         ,Osasuna        ,1-2
1992-1993,1,9,Cádiz          ,Real Sociedad  ,2-1
1992-1993,1,9,Espanyol       ,Real Madrid    ,1-3
1992-1993,1,9,Zaragoza       ,Tenerife       ,2-2
1992-1993,1,9,Ath. Bilbao    ,Barcelona      ,1-0
1992-1993,1,9,Logroñés       ,Burgos (Real)  ,0-1
1992-1993,1,9,Valencia       ,Sporting Gijón ,2-0
1992-1993,1,9,Dptivo. Coruña ,Albacete       ,3-2
1992-1993,1,0,Sevilla        ,Celta          ,1-0
1992-1993,1,0,Osasuna        ,Rayo Vallecano ,1-0
1992-1993,1,0,Real Sociedad  ,Oviedo         ,1-0
1992-1993,1,0,Real Madrid    ,Cádiz          ,3-1
1992-1993,1,0,Tenerife       ,Espanyol       ,2-1
1992-1993,1,0,Barcelona      ,Zaragoza       ,1-0
1992-1993,1,0,Burgos (Real)  ,Ath. Bilbao    ,1-1
1992-1993,1,0,Sporting Gijón ,Logroñés       ,1-1
1992-1993,1,0,Albacete       ,Valencia       ,0-1
1992-1993,1,0,Dptivo. Coruña ,At. Madrid     ,1-1
1992-1993,1,1,At. Madrid     ,Sevilla        ,1-0
1992-1993,1,1,Celta          ,Osasuna        ,0-0
1992-1993,1,1,Rayo Vallecano ,Real Sociedad  ,1-1
1992-1993,1,1,Oviedo         ,Real Madrid    ,0-4
1992-1993,1,1,Cádiz          ,Tenerife       ,1-3
1992-1993,1,1,Espanyol       ,Barcelona      ,0-1
1992-1993,1,1,Zaragoza       ,Burgos (Real)  ,2-1
1992-1993,1,1,Ath. Bilbao    ,Sporting Gijón ,0-0
1992-1993,1,1,Logroñés       ,Albacete       ,1-0
1992-1993,1,1,Valencia       ,Dptivo. Coruña ,3-0
1992-1993,1,2,Osasuna        ,Sevilla        ,0-1
1992-1993,1,2,Real Sociedad  ,Celta          ,1-1
1992-1993,1,2,Real Madrid    ,Rayo Vallecano ,1-1
1992-1993,1,2,Tenerife       ,Oviedo         ,1-2
1992-1993,1,2,Barcelona      ,Cádiz          ,4-1
1992-1993,1,2,Burgos (Real)  ,Espanyol       ,1-1
1992-1993,1,2,Sporting Gijón ,Zaragoza       ,3-1
1992-1993,1,2,Albacete       ,Ath. Bilbao    ,4-5
1992-1993,1,2,Dptivo. Coruña ,Logroñés       ,0-1
1992-1993,1,2,Valencia       ,At. Madrid     ,1-0
1992-1993,1,3,At. Madrid     ,Osasuna        ,2-1
1992-1993,1,3,Sevilla        ,Real Sociedad  ,3-1
1992-1993,1,3,Celta          ,Real Madrid    ,1-1
1992-1993,1,3,Rayo Vallecano ,Tenerife       ,2-2
1992-1993,1,3,Oviedo         ,Barcelona      ,1-0
1992-1993,1,3,Cádiz          ,Burgos (Real)  ,3-2
1992-1993,1,3,Espanyol       ,Sporting Gijón ,1-2
1992-1993,1,3,Zaragoza       ,Albacete       ,0-1
1992-1993,1,3,Ath. Bilbao    ,Dptivo. Coruña ,0-1
1992-1993,1,3,Logroñés       ,Valencia       ,3-2
